fipscode,state,year,density,providers,Total,Deployment,Supply,Demand,HHINC,percent_male,percent_white,percent_black,lowed,region,unemploymentrate,typography,slope,road
19023,Iowa,2004.0,0.000351181824389578,3.0,55.85,31.2,19.5,7.0,38627,0.487153820487154,0.98998998998999,0.0011344678011344,0: Not low-education type,2: Midwest,4.9,4: Irregular plains,0.0212495487785953,0.0026074139373924
19025,Iowa,2004.0,0.000241089109600782,2.64285714285714,55.85,31.2,19.5,7.0,35263,0.493546522827972,0.985166634559815,0.0052976305143517,0: Not low-education type,2: Midwest,4.1,4: Irregular plains,0.0146998936709549,0.0015030933261316
19025,Iowa,2008.0,0.000241089109600782,6.78571428571429,55.85,31.2,19.5,7.0,35263,0.489487049263586,0.987303199593702,0.0032503809040121,0: Not low-education type,2: Midwest,4.1,4: Irregular plains,0.0146998936709549,0.0015030933261316
19027,Iowa,2008.0,0.000511443371234028,5.76470588235294,55.85,31.2,19.5,7.0,40497,0.486066917365731,0.982402854112429,0.0039533314048789,0: Not low-education type,2: Midwest,3.0,13: Open low hills,0.0962069610832259,0.0025834730089021
19027,Iowa,2004.0,0.000511443371234028,2.45454545454545,55.85,31.2,19.5,7.0,40497,0.485622850592281,0.987008024455483,0.0027703477264042,0: Not low-education type,2: Midwest,3.0,13: Open low hills,0.0962069610832259,0.0025834730089021
19029,Iowa,2004.0,0.000341426773712089,2.33333333333333,55.85,31.2,19.5,7.0,34691,0.484302078913874,0.98868618300099,0.0021213406873143,0: Not low-education type,2: Midwest,4.7,13: Open low hills,0.269767940044403,0.001353387691779
19029,Iowa,2008.0,0.000341426773712089,6.08333333333333,55.85,31.2,19.5,7.0,34691,0.489702188733405,0.985360602798708,0.002583423035522,0: Not low-education type,2: Midwest,4.7,13: Open low hills,0.269767940044403,0.001353387691779
19031,Iowa,2008.0,0.000434796544482334,7.38888888888889,55.85,31.2,19.5,7.0,45592,0.49566630552546,0.982936078006501,0.0027627302275189,0: Not low-education type,2: Midwest,3.8,4: Irregular plains,0.125991946112158,0.0014395763670715
19031,Iowa,2004.0,0.000434796544482334,2.93333333333333,55.85,31.2,19.5,7.0,45592,0.495067952652345,0.985587461639632,0.002192021043402,0: Not low-education type,2: Midwest,3.8,4: Irregular plains,0.125991946112158,0.0014395763670715
19033,Iowa,2008.0,0.0010730555745237,6.5625,55.85,31.2,19.5,7.0,37794,0.484994919272892,0.96488653042791,0.0117872868917241,0: Not low-education type,2: Midwest,4.4,4: Irregular plains,0.0101335210725665,0.0016004259232431
19033,Iowa,2004.0,0.0010730555745237,2.42857142857143,55.85,31.2,19.5,7.0,37794,0.482319471917854,0.970350943480097,0.0103793923499211,0: Not low-education type,2: Midwest,4.4,4: Irregular plains,0.0101335210725665,0.0016004259232431
19035,Iowa,2004.0,0.000278715733642522,2.78571428571429,55.85,31.2,19.5,7.0,37739,0.495283772981615,0.983932853717026,0.0037569944044764,0: Not low-education type,2: Midwest,4.7,13: Open low hills,0.268535494877142,0.0013836823563906
19035,Iowa,2008.0,0.000278715733642522,7.8125,55.85,31.2,19.5,7.0,37739,0.492841684701182,0.978857999001165,0.0053271183619111,0: Not low-education type,2: Midwest,4.7,13: Open low hills,0.268535494877142,0.0013836823563906
19037,Iowa,2008.0,0.000334458880371026,8.9,55.85,31.2,19.5,7.0,37440,0.504690882848208,0.989014513671718,0.0034479993585117,0: Not low-education type,2: Midwest,5.4,4: Irregular plains,0.089488207816612,0.0014026337186805
19037,Iowa,2004.0,0.000334458880371026,2.88888888888889,55.85,31.2,19.5,7.0,37440,0.503191237885115,0.990623276337562,0.0011819399574501,0: Not low-education type,2: Midwest,5.4,4: Irregular plains,0.089488207816612,0.0014026337186805
19039,Iowa,2008.0,0.000291257941656435,5.81818181818182,55.85,31.2,19.5,7.0,37429,0.498643810350439,0.978300965607031,0.0053162634262775,0: Not low-education type,2: Midwest,5.2,13: Open low hills,0.542727981101383,0.001241820546883
19039,Iowa,2004.0,0.000291257941656435,2.36363636363636,55.85,31.2,19.5,7.0,37429,0.493284624476201,0.984312882776405,0.0022563661759965,0: Not low-education type,2: Midwest,5.2,13: Open low hills,0.542727981101383,0.001241820546883
19041,Iowa,2008.0,0.000409712128454507,8.125,55.85,31.2,19.5,7.0,39004,0.490327603761155,0.978499131580523,0.0045517158771036,0: Not low-education type,2: Midwest,4.0,4: Irregular plains,0.167801712632782,0.0018536481348907
19041,Iowa,2004.0,0.000409712128454507,2.625,55.85,31.2,19.5,7.0,39004,0.487264150943396,0.981662735849057,0.0025353773584905,0: Not low-education type,2: Midwest,4.0,4: Irregular plains,0.167801712632782,0.0018536481348907
19043,Iowa,2004.0,0.00031494877901605,2.33333333333333,55.85,31.2,19.5,7.0,36243,0.498039002069942,0.989595816537749,0.0019609979300577,0: Not low-education type,2: Midwest,6.6,14: Open hills,4.11082454274098,0.0016680251089079
19043,Iowa,2008.0,0.00031494877901605,5.875,55.85,31.2,19.5,7.0,36243,0.500521720028557,0.985831182382338,0.0036794991487725,0: Not low-education type,2: Midwest,6.6,14: Open hills,4.11082454274098,0.0016680251089079
19045,Iowa,2008.0,0.000981079382421678,6.73684210526316,55.85,31.2,19.5,7.0,38603,0.489341419386244,0.950327566273858,0.026205301908606,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.343103500254801,0.0017120263073593
19045,Iowa,2004.0,0.000981079382421678,2.76923076923077,55.85,31.2,19.5,7.0,38603,0.490080407289183,0.957654854741606,0.0218998747424138,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.343103500254801,0.0017120263073593
19047,Iowa,2004.0,0.0003205230936889,2.0,55.85,31.2,19.5,7.0,36441,0.498730889557877,0.973260138126439,0.0099167699663538,0: Not low-education type,2: Midwest,3.9,13: Open low hills,0.666714580729604,0.0013837531441822
19047,Iowa,2008.0,0.0003205230936889,5.94736842105263,55.85,31.2,19.5,7.0,36441,0.504650198447959,0.964871749303951,0.0132101178840116,0: Not low-education type,2: Midwest,3.9,13: Open low hills,0.666714580729604,0.0013837531441822
19049,Iowa,2004.0,0.0014186630842404,3.65217391304348,55.85,31.2,19.5,7.0,55948,0.493579693174827,0.962569710441185,0.0107368964216961,0: Not low-education type,2: Midwest,3.4,4: Irregular plains,0.0955742620236169,0.0023639423665232
19049,Iowa,2008.0,0.0014186630842404,9.30769230769231,55.85,31.2,19.5,7.0,55948,0.489974897013388,0.949263002059732,0.0138710092687951,0: Not low-education type,2: Midwest,3.4,4: Irregular plains,0.0955742620236169,0.0023639423665232
19051,Iowa,2008.0,0.000238301952264356,6.33333333333333,55.85,31.2,19.5,7.0,33954,0.495677233429395,0.986397694524496,0.000806916426512968,0: Not low-education type,2: Midwest,5.4,13: Open low hills,0.430901355161849,0.0012980325975351
19051,Iowa,2004.0,0.000238301952264356,2.33333333333333,55.85,31.2,19.5,7.0,33954,0.496748722712494,0.986530422666047,0.0016256386437529,0: Not low-education type,2: Midwest,5.4,13: Open low hills,0.430901355161849,0.0012980325975351
19053,Iowa,2008.0,0.000220185429577592,5.125,55.85,31.2,19.5,7.0,28114,0.499704386898427,0.961215561073667,0.0165543336880691,0: Not low-education type,2: Midwest,5.0,13: Open low hills,0.29453562758863,0.0012913444370497
19053,Iowa,2004.0,0.000220185429577592,2.25,55.85,31.2,19.5,7.0,28114,0.495571095571096,0.964801864801865,0.0135198135198135,0: Not low-education type,2: Midwest,5.0,13: Open low hills,0.29453562758863,0.0012913444370497
19055,Iowa,2008.0,0.00041668002179557,8.05555555555556,55.85,31.2,19.5,7.0,40001,0.497029147982063,0.987948430493274,0.0025224215246636,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.916215810096926,0.0018169263752901
19055,Iowa,2004.0,0.00041668002179557,3.0,55.85,31.2,19.5,7.0,40001,0.496457433853648,0.991198937230156,0.001107051920735,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.916215810096926,0.0018169263752901
19057,Iowa,2004.0,0.0013601327801755,2.6,55.85,31.2,19.5,7.0,37777,0.483851881070953,0.935875943000838,0.039470440313594,0: Not low-education type,2: Midwest,5.5,4: Irregular plains,0.27824366511777,0.0015740111120976
19057,Iowa,2008.0,0.0013601327801755,7.25,55.85,31.2,19.5,7.0,37777,0.486342736423512,0.920392692929042,0.0495091338386976,0: Not low-education type,2: Midwest,5.5,4: Irregular plains,0.27824366511777,0.0015740111120976
19059,Iowa,2008.0,0.000614568192681761,8.7,55.85,31.2,19.5,7.0,41537,0.492750149790294,0.98681845416417,0.0017974835230677,0: Not low-education type,2: Midwest,4.4,4: Irregular plains,0.0318505499977618,0.002652426471468
19059,Iowa,2004.0,0.000614568192681761,3.77777777777778,55.85,31.2,19.5,7.0,41537,0.490427723252151,0.98861020235066,0.0015751847812916,0: Not low-education type,2: Midwest,4.4,4: Irregular plains,0.0318505499977618,0.002652426471468
19061,Iowa,2004.0,0.002123813890356,2.8125,55.85,31.2,19.5,7.0,41635,0.489210939399969,0.965775684817935,0.0147023059406159,0: Not low-education type,2: Midwest,4.4,14: Open hills,2.24703504302,0.0017970764433573
19061,Iowa,2008.0,0.002123813890356,8.16666666666667,55.85,31.2,19.5,7.0,41635,0.49026686410359,0.952171986294707,0.0236708135626196,0: Not low-education type,2: Midwest,4.4,14: Open hills,2.24703504302,0.0017970764433573
19063,Iowa,2008.0,0.000367904768408129,7.42857142857143,55.85,31.2,19.5,7.0,35726,0.498085758039816,0.968606431852986,0.0063169984686064,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.0175679165071675,0.0013515278031783
19063,Iowa,2004.0,0.000367904768408129,3.0,55.85,31.2,19.5,7.0,35726,0.493982753719322,0.980574244290723,0.0036008717900123,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.0175679165071675,0.0013515278031783
19065,Iowa,2004.0,0.000386021291094893,2.82352941176471,55.85,31.2,19.5,7.0,33381,0.494326406724259,0.98062106000467,0.0069577399019378,0: Not low-education type,2: Midwest,5.1,4: Irregular plains,0.971425617736278,0.0017396051629001
19065,Iowa,2008.0,0.000386021291094893,8.0,55.85,31.2,19.5,7.0,33381,0.498087039693926,0.976757532281205,0.009325681492109,0: Not low-education type,2: Midwest,5.1,4: Irregular plains,0.971425617736278,0.0017396051629001
19067,Iowa,2008.0,0.000450125909832673,7.41666666666667,55.85,31.2,19.5,7.0,37101,0.49127426367032,0.968709815687955,0.0118180148184435,0: Not low-education type,2: Midwest,5.1,4: Irregular plains,0.025026401883224,0.0014575290648887
19067,Iowa,2004.0,0.000450125909832673,2.57142857142857,55.85,31.2,19.5,7.0,37101,0.485168214156518,0.978114072109008,0.0060894730495598,0: Not low-education type,2: Midwest,5.1,4: Irregular plains,0.025026401883224,0.0014575290648887
19069,Iowa,2008.0,0.00025084416027827,7.9375,55.85,31.2,19.5,7.0,37512,0.501683816651076,0.980261927034612,0.0052385406922357,0: Not low-education type,2: Midwest,4.7,4: Irregular plains,0.0154961079961675,0.0028716282891657
19069,Iowa,2004.0,0.00025084416027827,2.41666666666667,55.85,31.2,19.5,7.0,37512,0.492067935796939,0.988241881298992,0.0023329600597237,0: Not low-education type,2: Midwest,4.7,4: Irregular plains,0.0154961079961675,0.0028716282891657
19071,Iowa,2008.0,0.000203462485559041,6.0,55.85,31.2,19.5,7.0,39506,0.499933235411938,0.982240619575377,0.0048070503404994,0: Not low-education type,2: Midwest,4.0,13: Open low hills,0.360380502107243,0.0014223023123728
19071,Iowa,2004.0,0.000203462485559041,2.33333333333333,55.85,31.2,19.5,7.0,39506,0.495754408883083,0.986544741998694,0.001828870019595,0: Not low-education type,2: Midwest,4.0,13: Open low hills,0.360380502107243,0.0014223023123728
19073,Iowa,2008.0,0.000227153322918655,6.0,55.85,31.2,19.5,7.0,36088,0.492618162506638,0.983749336165693,0.0028677642060541,0: Not low-education type,2: Midwest,4.7,4: Irregular plains,0.0828050528497746,0.0015018308302387
19073,Iowa,2004.0,0.000227153322918655,2.23076923076923,55.85,31.2,19.5,7.0,36088,0.487213048731373,0.9881192106323,0.0022150624244865,0: Not low-education type,2: Midwest,4.7,4: Irregular plains,0.0828050528497746,0.0015018308302387
19075,Iowa,2004.0,0.000338639616375664,2.73333333333333,55.85,31.2,19.5,7.0,44401,0.495114269563111,0.99135912137608,0.0012920939998384,0: Not low-education type,2: Midwest,3.8,4: Irregular plains,0.0679835602367187,0.0017209585673887
19075,Iowa,2008.0,0.000338639616375664,9.3125,55.85,31.2,19.5,7.0,44401,0.49526660733069,0.988753135366939,0.0021846427704506,0: Not low-education type,2: Midwest,3.8,4: Irregular plains,0.0679835602367187,0.0017209585673887
19077,Iowa,2008.0,0.000257812053619333,6.70588235294118,55.85,31.2,19.5,7.0,39074,0.495470193875702,0.986048197137163,0.0014495379597753,0: Not low-education type,2: Midwest,4.2,13: Open low hills,0.404807977433152,0.0014074484009624
19077,Iowa,2004.0,0.000257812053619333,2.14285714285714,55.85,31.2,19.5,7.0,39074,0.490736675739749,0.98928790938625,0.0012292562999385,0: Not low-education type,2: Midwest,4.2,13: Open low hills,0.404807977433152,0.0014074484009624
19079,Iowa,2008.0,0.000370691925744554,7.9375,55.85,31.2,19.5,7.0,40407,0.497131690096451,0.963752127592511,0.0038454264640988,0: Not low-education type,2: Midwest,3.9,4: Irregular plains,0.130131162753969,0.0015464354000869
19079,Iowa,2004.0,0.000370691925744554,2.76923076923077,55.85,31.2,19.5,7.0,40407,0.497635861221983,0.969112680380718,0.0027018728891618,0: Not low-education type,2: Midwest,3.9,4: Irregular plains,0.130131162753969,0.0015464354000869
19081,Iowa,2008.0,0.000277322154974309,7.64285714285714,55.85,31.2,19.5,7.0,40388,0.497527114967462,0.982212581344902,0.0046854663774403,0: Not low-education type,2: Midwest,4.6,2: Smooth plains,0.0082844380896338,0.0020818417958383
19081,Iowa,2004.0,0.000277322154974309,2.71428571428571,55.85,31.2,19.5,7.0,40388,0.496621050853185,0.988511572900828,0.0018584220307484,0: Not low-education type,2: Midwest,4.6,2: Smooth plains,0.0082844380896338,0.0020818417958383
19083,Iowa,2004.0,0.000425041493804846,2.33333333333333,55.85,31.2,19.5,7.0,36865,0.490035234529839,0.979685091389562,0.0084232547896939,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.104966143396898,0.0018556330156011
19083,Iowa,2008.0,0.000425041493804846,8.83333333333333,55.85,31.2,19.5,7.0,36865,0.496099491237988,0.973487846240814,0.0114754098360656,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.104966143396898,0.0018556330156011
19085,Iowa,2008.0,0.000303800149670349,6.46666666666667,55.85,31.2,19.5,7.0,40106,0.490699852803426,0.985547972701726,0.0017395958784959,0: Not low-education type,2: Midwest,4.7,13: Open low hills,1.62345839521537,0.0024416640245666
19085,Iowa,2004.0,0.000303800149670349,2.0,55.85,31.2,19.5,7.0,40106,0.489164287568129,0.987607059434207,0.000908383078120945,0: Not low-education type,2: Midwest,4.7,13: Open low hills,1.62345839521537,0.0024416640245666
19087,Iowa,2004.0,0.000648014080718864,2.45454545454545,55.85,31.2,19.5,7.0,39899,0.50946847960445,0.946402966625464,0.0180964153275649,0: Not low-education type,2: Midwest,5.0,4: Irregular plains,0.143668694080718,0.0019579928484745
19087,Iowa,2008.0,0.000648014080718864,6.0,55.85,31.2,19.5,7.0,39899,0.512828088836362,0.940611611759492,0.0211257201950066,0: Not low-education type,2: Midwest,5.0,4: Irregular plains,0.143668694080718,0.0019579928484745
19089,Iowa,2004.0,0.000278715733642522,3.11111111111111,55.85,31.2,19.5,7.0,37045,0.496732026143791,0.989481209150327,0.0013276143790849,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.0891838139558042,0.0014217451151291
19089,Iowa,2008.0,0.000278715733642522,7.54545454545455,55.85,31.2,19.5,7.0,37045,0.495792207792208,0.98587012987013,0.0025974025974026,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.0891838139558042,0.0014217451151291
19091,Iowa,2008.0,0.000305193728338562,7.94117647058824,55.85,31.2,19.5,7.0,39593,0.490061547775199,0.980930279487438,0.0051457975986277,0: Not low-education type,2: Midwest,3.8,2: Smooth plains,0.0256505572195987,0.001462142325609
19091,Iowa,2004.0,0.000305193728338562,2.52941176470588,55.85,31.2,19.5,7.0,39593,0.489477324375062,0.987451832822844,0.0017784803873135,0: Not low-education type,2: Midwest,3.8,2: Smooth plains,0.0256505572195987,0.001462142325609
19093,Iowa,2008.0,0.000221579008245805,7.08333333333333,55.85,31.2,19.5,7.0,37361,0.496327096327096,0.988357588357588,0.0022176022176022,0: Not low-education type,2: Midwest,4.1,13: Open low hills,0.25369245147643,0.0013886959544227
19093,Iowa,2004.0,0.000221579008245805,2.4,55.85,31.2,19.5,7.0,37361,0.488131956550892,0.99047874480354,0.0013410218586563,0: Not low-education type,2: Midwest,4.1,13: Open low hills,0.25369245147643,0.0013886959544227
19095,Iowa,2008.0,0.000377659819085617,6.85714285714286,55.85,31.2,19.5,7.0,44249,0.493542266021913,0.984574891350921,0.0037950664136622,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.151286067707198,0.0026494548642187
19095,Iowa,2004.0,0.000377659819085617,2.47058823529412,55.85,31.2,19.5,7.0,44249,0.491494909361808,0.98901167121927,0.0024832381425378,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.151286067707198,0.0026494548642187
19097,Iowa,2004.0,0.00043758370181876,2.22222222222222,55.85,31.2,19.5,7.0,36586,0.494242033157947,0.98689566166981,0.0015387670008934,0: Not low-education type,2: Midwest,5.4,14: Open hills,1.3531116549857,0.0021620864608848
19097,Iowa,2008.0,0.00043758370181876,6.26666666666667,55.85,31.2,19.5,7.0,36586,0.495808022491089,0.981023143732115,0.0032130127014408,0: Not low-education type,2: Midwest,5.4,14: Open hills,1.3531116549857,0.0021620864608848
19099,Iowa,2004.0,0.000698182912774518,2.55555555555556,55.85,31.2,19.5,7.0,44698,0.507557444547749,0.975773675122858,0.010519325275601,0: Not low-education type,2: Midwest,6.0,4: Irregular plains,0.167422956041992,0.002313222491648
19099,Iowa,2008.0,0.000698182912774518,7.8,55.85,31.2,19.5,7.0,44698,0.508665067514756,0.972508961539498,0.0122362073147724,0: Not low-education type,2: Midwest,6.0,4: Irregular plains,0.167422956041992,0.002313222491648
19101,Iowa,2004.0,0.000494720427215477,2.53846153846154,55.85,31.2,19.5,7.0,33726,0.51178058657504,0.931586697754326,0.0097557982574549,0: Not low-education type,2: Midwest,4.7,4: Irregular plains,0.156135146743119,0.0013758831524423
19101,Iowa,2008.0,0.000494720427215477,7.13333333333333,55.85,31.2,19.5,7.0,33726,0.527970133076414,0.897513096886855,0.0122237610646113,0: Not low-education type,2: Midwest,4.7,4: Irregular plains,0.156135146743119,0.0013758831524423
19103,Iowa,2008.0,0.0029070051018915,9.875,55.85,31.2,19.5,7.0,43620,0.498776679017882,0.881168723891341,0.0468087449749436,0: Not low-education type,2: Midwest,3.2,4: Irregular plains,0.291056163590401,0.0029856070782989
19103,Iowa,2004.0,0.0029070051018915,3.79166666666667,55.85,31.2,19.5,7.0,43620,0.497186498557502,0.897342944377623,0.0365965464164655,0: Not low-education type,2: Midwest,3.2,4: Irregular plains,0.291056163590401,0.0029856070782989
19105,Iowa,2004.0,0.000491933269879051,2.5,55.85,31.2,19.5,7.0,38300,0.521952166108766,0.968223936350847,0.02027846504633,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.398928951499436,0.0017418324577567
19105,Iowa,2008.0,0.000491933269879051,8.125,55.85,31.2,19.5,7.0,38300,0.521728702993093,0.966279739063699,0.0215368380660015,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.398928951499436,0.0017418324577567
19107,Iowa,2008.0,0.000257812053619333,7.77777777777778,55.85,31.2,19.5,7.0,36193,0.4984934086629,0.987947269303202,0.0044256120527307,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.0935939931106986,0.0016244828118942
19107,Iowa,2004.0,0.000257812053619333,2.66666666666667,55.85,31.2,19.5,7.0,36193,0.49263176927945,0.991230449326462,0.001808154778049,0: Not low-education type,2: Midwest,4.8,4: Irregular plains,0.0935939931106986,0.0016244828118942
19109,Iowa,2008.0,0.000221579008245805,8.26315789473684,55.85,31.2,19.5,7.0,37843,0.496334077143768,0.985463818935288,0.0027414727446605,0: Not low-education type,2: Midwest,4.0,2: Smooth plains,0.0045883203534973,0.0013760666816348
19109,Iowa,2004.0,0.000221579008245805,2.70588235294118,55.85,31.2,19.5,7.0,37843,0.490600474539149,0.988684066435481,0.0014601204599379,0: Not low-education type,2: Midwest,4.0,2: Smooth plains,0.0045883203534973,0.0013760666816348
19111,Iowa,2008.0,0.000953207809057425,6.0,55.85,31.2,19.5,7.0,36556,0.50219157430414,0.94500125631648,0.031156648705994,0: Not low-education type,2: Midwest,6.6,4: Irregular plains,0.308007698816558,0.0027807354247973
19111,Iowa,2004.0,0.000953207809057425,2.8,55.85,31.2,19.5,7.0,36556,0.499139038456282,0.950610872714352,0.0289720392489135,0: Not low-education type,2: Midwest,6.6,4: Irregular plains,0.308007698816558,0.0027807354247973
19113,Iowa,2008.0,0.0040539203458304,11.1481481481481,55.85,31.2,19.5,7.0,46937,0.491791252313505,0.921820308978797,0.0370688249791425,0: Not low-education type,2: Midwest,4.3,4: Irregular plains,0.316014131231766,0.0031333837375444
19113,Iowa,2004.0,0.0040539203458304,4.08,55.85,31.2,19.5,7.0,46937,0.490686487086136,0.934225521143238,0.0310870639490908,0: Not low-education type,2: Midwest,4.3,4: Irregular plains,0.316014131231766,0.0031333837375444
19115,Iowa,2004.0,0.000406924971118082,2.91666666666667,55.85,31.2,19.5,7.0,41158,0.502517540239373,0.983078827899298,0.0037144036318613,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.120488426919716,0.0025828964542597
19115,Iowa,2008.0,0.000406924971118082,7.38461538461539,55.85,31.2,19.5,7.0,41158,0.512933220625528,0.973626373626374,0.0053254437869822,0: Not low-education type,2: Midwest,4.5,4: Irregular plains,0.120488426919716,0.0025828964542597
19117,Iowa,2008.0,0.000301012992333924,6.875,55.85,31.2,19.5,7.0,32556,0.493925796213199,0.989493269125534,0.0020794571522381,0: Not low-education type,2: Midwest,5.3,4: Irregular plains,0.492271663621068,0.0013256227393867
19117,Iowa,2004.0,0.000301012992333924,2.66666666666667,55.85,31.2,19.5,7.0,32556,0.493374000841397,0.991480858224653,0.0013672696676483,0: Not low-education type,2: Midwest,5.3,4: Irregular plains,0.492271663621068,0.0013256227393867
19119,Iowa,2008.0,0.000266173525628609,8.69230769230769,55.85,31.2,19.5,7.0,39337,0.497618016457341,0.990645300996102,0.0013858813339107,0: Not low-education type,2: Midwest,3.0,4: Irregular plains,0.0504837808569261,0.0017892903249178
19119,Iowa,2004.0,0.000266173525628609,3.0,55.85,31.2,19.5,7.0,39337,0.494526171741362,0.99093397194663,0.0011973999315771,0: Not low-education type,2: Midwest,3.0,4: Irregular plains,0.0504837808569261,0.0017892903249178
19121,Iowa,2004.0,0.00038462771242668,3.07692307692308,55.85,31.2,19.5,7.0,46387,0.49406095160524,0.986764406434535,0.0013574967759451,0: Not low-education type,2: Midwest,4.6,13: Open low hills,0.395543054270092,0.0024231888164649
19121,Iowa,2008.0,0.00038462771242668,7.8125,55.85,31.2,19.5,7.0,46387,0.495907714119997,0.983373074692273,0.0037378359218921,0: Not low-education type,2: Midwest,4.6,13: Open low hills,0.395543054270092,0.0024231888164649
19123,Iowa,2008.0,0.000544889259271131,8.17647058823529,55.85,31.2,19.5,7.0,38626,0.503224658630966,0.965573989236312,0.0110305564204065,0: Not low-education type,2: Midwest,4.3,13: Open low hills,0.165140754032311,0.0026463814687708
19123,Iowa,2004.0,0.000544889259271131,3.11764705882353,55.85,31.2,19.5,7.0,38626,0.49910071942446,0.970503597122302,0.0088129496402877,0: Not low-education type,2: Midwest,4.3,13: Open low hills,0.165140754032311,0.0026463814687708
19125,Iowa,2004.0,0.000818030678240802,2.66666666666667,55.85,31.2,19.5,7.0,44454,0.495585259672573,0.975167085658226,0.005641057085045,0: Not low-education type,2: Midwest,4.0,4: Irregular plains,0.468044201377779,0.0014009914302732
19125,Iowa,2008.0,0.000818030678240802,7.41176470588235,55.85,31.2,19.5,7.0,44454,0.496404594957482,0.971296434432344,0.0059674772489929,0: Not low-education type,2: Midwest,4.0,4: Irregular plains,0.468044201377779,0.0014009914302732
19127,Iowa,2008.0,0.000961569281066701,6.78947368421053,55.85,31.2,19.5,7.0,39887,0.501133222086623,0.954222808896416,0.0164628527309407,0: Not low-education type,2: Midwest,4.9,4: Irregular plains,0.0915388403518591,0.0023039739986416
19127,Iowa,2004.0,0.000961569281066701,2.63636363636364,55.85,31.2,19.5,7.0,39887,0.500062954848782,0.960162171690464,0.0137745209136008,0: Not low-education type,2: Midwest,4.9,4: Irregular plains,0.0915388403518591,0.0023039739986416
19129,Iowa,2008.0,0.00048078464053335,7.5,55.85,31.2,19.5,7.0,44709,0.504009464966478,0.979032470093335,0.0037465492309714,0: Not low-education type,2: Midwest,4.1,13: Open low hills,0.574897744100202,0.0014236142372035
19129,Iowa,2004.0,0.00048078464053335,2.75,55.85,31.2,19.5,7.0,44709,0.504994903160041,0.982602786272511,0.0027862725110431,0: Not low-education type,2: Midwest,4.1,13: Open low hills,0.574897744100202,0.0014236142372035
19131,Iowa,2008.0,0.000317735936352475,6.16666666666667,55.85,31.2,19.5,7.0,36778,0.49126213592233,0.990198797965788,0.0019417475728155,0: Not low-education type,2: Midwest,4.3,4: Irregular plains,0.0061311859888239,0.0014654791448265
19131,Iowa,2004.0,0.000317735936352475,2.28571428571429,55.85,31.2,19.5,7.0,36778,0.490824004404478,0.992475683611672,0.00211047898697,0: Not low-education type,2: Midwest,4.3,4: Irregular plains,0.0061311859888239,0.0014654791448265
19133,Iowa,2004.0,0.000179771648199427,2.18181818181818,55.85,31.2,19.5,7.0,33543,0.490238611713666,0.980787108769755,0.0014461315979754,0: Not low-education type,2: Midwest,5.8,13: Open low hills,1.54309998156636,0.0014391519362106
19133,Iowa,2008.0,0.000179771648199427,6.5,55.85,31.2,19.5,7.0,33543,0.489732620320856,0.975187165775401,0.0032085561497326,0: Not low-education type,2: Midwest,5.8,13: Open low hills,1.54309998156636,0.0014391519362106
19135,Iowa,2008.0,0.000243876266937207,8.71428571428571,55.85,31.2,19.5,7.0,35394,0.494053643724696,0.982287449392713,0.003415991902834,0: Not low-education type,2: Midwest,5.1,13: Open low hills,0.621034417833601,0.001233773871458
19135,Iowa,2004.0,0.000243876266937207,2.71428571428571,55.85,31.2,19.5,7.0,35394,0.49115321872255,0.983435813778391,0.0023842389258376,0: Not low-education type,2: Midwest,5.1,13: Open low hills,0.621034417833601,0.001233773871458
19137,Iowa,2004.0,0.000356756139062428,2.4,55.85,31.2,19.5,7.0,34238,0.476096863551068,0.987221874720758,0.000982932713787865,0: Not low-education type,2: Midwest,4.4,13: Open low hills,0.160109141013689,0.0022588330450364
19137,Iowa,2008.0,0.000356756139062428,6.33333333333333,55.85,31.2,19.5,7.0,34238,0.482121408112353,0.983923126674674,0.0023098955927192,0: Not low-education type,2: Midwest,4.4,13: Open low hills,0.160109141013689,0.0022588330450364
19139,Iowa,2004.0,0.0013545584655026,3.0,55.85,31.2,19.5,7.0,44364,0.497198141673452,0.96891613583026,0.0105129556013219,0: Not low-education type,2: Midwest,3.9,4: Irregular plains,0.128285459134661,0.0017239378233041
19139,Iowa,2008.0,0.0013545584655026,7.28571428571429,55.85,31.2,19.5,7.0,44364,0.496130777372692,0.962342702575562,0.014300834999412,0: Not low-education type,2: Midwest,3.9,4: Irregular plains,0.128285459134661,0.0017239378233041
